course	file	number	title	question	source	score	evidence_kind	best_object	excerpt
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q09	边缘 Gaussian 与联合 Gaussian	一个二维分布的两个边缘分布都是正态分布，这个二维分布一定是二维正态分布吗？	test/2012-面经_九字班1.pdf	0.833	regular	2012-面经_九字班1.pdf	一个二维分布，它的两个边缘分组都是正态分布，问这个二维分布是不是一定是二维正态 分布？ 一个拥有均匀概率密度的信号，通过一个 LTI 系统，得到的信号是否还一定拥有均匀概率
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q09	边缘 Gaussian 与联合 Gaussian	一个二维分布的两个边缘分布都是正态分布，这个二维分布一定是二维正态分布吗？	test/2012-面经_九字班2.pdf	0.833	regular	2012-面经_九字班2.pdf	一个二维分布，它的两个边缘分组都是正态分布，问这个二维分布是不是一定是二维正态 分布？ 一个拥有均匀概率密度的信号，通过一个 LTI 系统，得到的信号是否还一定拥有均匀概率
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q10	独立与不相关	独立与不相关有什么区别？什么情况下独立等价于不相关？	test/2019-推研面经-2.docx	0.947	regular	2019-推研面经-2.docx	6、解释一下中心极限定理 7、独立与不相关的区别 8、什么情况下独立等价于不相关
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q10	独立与不相关	不相关等价于独立对什么随机过程成立？为什么？	test/2019-推研面经-3.docx	0.889	regular	2019-推研面经-3.docx	快排算法的实现 【信号组】 不相关等价于独立是对什么随机过程成立的，为什么
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q11	随机变量、随机过程与平稳性	什么是宽平稳和严平稳？	test/2024-一字班推研面经-zcy.docx	1.0	regular	2024-一字班推研面经-zcy.docx	什么是大数定律？ 什么是中心极限定理？ 什么是宽平稳和严平稳？
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q11	随机变量、随机过程与平稳性	什么是宽平稳和严平稳？	test/2024-一字班推研面经-吴凌沨.pdf	0.625	regular	2024-一字班推研面经-吴凌沨.pdf	5. 计算机中的存储器有哪些？寄存器算存储器吗？寄存器有地址吗？ 5信号组？ 1. 知道什么是宽平稳过程吗？
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q11	随机变量、随机过程与平稳性	随机变量和随机过程有什么区别？可以用哪些数字特征研究随机过程？什么是宽平稳？还学过哪些平稳性？	test/2025-二字班推研面经-wj.pdf	0.857	regular	2025-二字班推研面经-wj.pdf	不认识老师 4 ：随机变量和随机过程有什么区别啊？ 我：随机过程多了一个时间维度，也就是给每一个时刻都指定了一个随机变量。 不认识老师 4 ：那我们可以用什么数字特征研究随机过程啊？
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q12	均匀分布随机输入通过 LTI 系统	一个具有均匀概率密度的信号通过 LTI 系统后，输出是否仍一定具有均匀概率分布？	test/2012-面经_九字班1.pdf	0.75	regular	2012-面经_九字班1.pdf	分布？ 一个拥有均匀概率密度的信号，通过一个 LTI 系统，得到的信号是否还一定拥有均匀概率 分布？
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q12	均匀分布随机输入通过 LTI 系统	一个具有均匀概率密度的信号通过 LTI 系统后，输出是否仍一定具有均匀概率分布？	test/2012-面经_九字班2.pdf	0.786	regular	2012-面经_九字班2.pdf	分布？ 一个拥有均匀概率密度的信号，通过一个 LTI 系统，得到的信号是否还一定拥有均匀概率 分布？
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q13	Poisson 过程的定义、样本轨道与平稳性	Poisson 过程是不是宽平稳过程？为什么？样本轨道是什么样的？Poisson 过程一定是计数过程吗？它的定义是什么？	test/2013-推研那点儿事（下）-魏特.pdf	0.844	regular	2013-推研那点儿事（下）-魏特.pdf	我：（呵呵了，对于各种性质的证明我一无所知……宽平稳的定义……猜猜看吧）因为它的均值和方差与时间有 关。 欧智坚老师：泊松过程的样本轨道是什么样的？
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q13	Poisson 过程的定义、样本轨道与平稳性	Poisson 过程是不是宽平稳过程？为什么？样本轨道是什么样的？Poisson 过程一定是计数过程吗？它的定义是什么？	test/2013-面经_零字班.pdf	0.875	regular	2013-面经_零字班.pdf	我：（呵呵了，对于各种性质的证明我一无所知……宽平稳的定义……猜猜看吧）因为它的 均值和方差与时间有关。 欧智坚老师：泊松过程的样本轨道是什么样的？
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q13	Poisson 过程的定义、样本轨道与平稳性	每天进入超市的学生人数能否视为 Poisson 过程？	test/2013-面试经历小结-黄博.pdf	0.706	regular	2013-面试经历小结-黄博.pdf	差不多。 信号这一组据说没有人不死的，我本着早死早超生的想法先去面了信号。有孟华东老师、潘长勇老师、张颢老 师、谷源涛老师、欧志坚老师。进去以后欧老师先问，将每天进入超市的学生人数视为随机过程……我前一天
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q13	Poisson 过程的定义、样本轨道与平稳性	每天进入超市的学生人数能否视为 Poisson 过程？	test/2013-面经_零字班.pdf	0.706	regular	2013-面经_零字班.pdf	信号这一组据说没有人不死的，我本着早死早超生的想法先去面了信号。有孟华东老师、 潘长勇老师、张颢老师、谷源涛老师、欧志坚老师。进去以后欧老师先问，将每天进入超 市的学生人数视为随机过程……我前一天刚复习过，马上抢答：我知道，泊松泊松！欧老
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q14	Markov 链的转移概率与 Poisson 过程的 Markov 性	Markov 链的转移概率是什么？什么是平稳转移概率？	test/2012-留下面经，造福众生-孟越.pdf	0.714	regular	2012-留下面经，造福众生-孟越.pdf	对我太好了！！果断没压力答出来后就没老师问了，大家大眼瞪小眼看了几秒钟之后……张颢老师抬头了……我 的心里瞬间一凉。张老师问你知道马尔科夫链吧？我说知道。他说那你说说转移概率是什么，我说就是一个状 态到另一个状态的概率。他说那平稳转移概率呢？我说就是和时间无关。张老师点点头，就又低下头去了。哇
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q14	Markov 链的转移概率与 Poisson 过程的 Markov 性	Markov 链的齐次性或平稳性是什么意思？Poisson 过程有 Markov 性吗？	test/2012-面经_九字班1.pdf	0.5	regular	2012-面经_九字班1.pdf	FFT 是如何减少工作量的？利用了旋转因子的什么特性？ 马尔科夫链的齐次性（平稳性） 泊松过程是否有马尔科夫性
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q14	Markov 链的转移概率与 Poisson 过程的 Markov 性	Markov 链的齐次性或平稳性是什么意思？Poisson 过程有 Markov 性吗？	test/2012-面经_九字班2.pdf	0.6	regular	2012-面经_九字班2.pdf	语音信号的抽样率是多少？滤波器的截止频率是多少？ 【随机过程】 马尔科夫链的齐次性（平稳性）
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q15	Neyman–Pearson 准则	统计信号处理中的 Neyman–Pearson 准则是什么？	test/2023-0字班推研面经-李响.pdf	0.769	regular	2023-0字班推研面经-李响.pdf	简历强相关！！！ 英语自我介绍，英语问答 4 分钟，具体问的什么已经忘了，不是很难，会针对自我介绍提问。 1. 统计信号处理里的 NP 准则是什么？
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q16	多次卷积与中心极限定理	两个 Gaussian 函数卷积后是否仍为 Gaussian，方差怎样变化？	test/2017-面试经验-陈誉博.docx	0.353	regular	2017-面试经验-陈誉博.docx	一个高斯信号和另一个高斯信号的卷积是高斯信号吗？为什么？ 是高斯信号，因为高斯信号的频谱也是高斯信号，卷积相当于频域相乘，两个高斯函数乘在一起还是高斯函数，变换回时域的话还是高斯信号。 两个标准正态分布做卷积，结果的方差变大还是变小？
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q16	多次卷积与中心极限定理	两个相同矩形脉冲卷积是什么形状，不同宽度时呢？三个以及成千上万个矩形脉冲连续卷积后怎样？	test/2020-七字班推研面经-曾锦薇.pdf	0.306	regular	2020-七字班推研面经-曾锦薇.pdf	⾕谷哥哥⾸首先问了了我卷积的定义和物理理意义。 然后问我两个相同矩形⽅方波的卷积结果的形状，我说三⻆角波； ⾕谷哥哥接着问我了了两个不不同矩形⽅方波的卷积结果，应该是梯形。（我在脑海海中仔细
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q16	多次卷积与中心极限定理	两个相同矩形脉冲卷积是什么形状，不同宽度时呢？三个以及成千上万个矩形脉冲连续卷积后怎样？	test/2023-0字班推研面经-李响.pdf	0.333	regular	2023-0字班推研面经-李响.pdf	3. 两个一摸一样的矩形波卷积是什么波形？ 3. 三个呢？ 4. 成千上万个呢？
数学/PR - 概率论与随机过程	数学/PR - 概率论与随机过程/QUESTIONS.md	Q17	频谱与功率谱的关系	功率谱与频谱有什么关系？	test/2018_面试整体情况.docx	0.8	regular	2018_面试整体情况.docx	10、如果编码效率相同，什么因素可以衡量编码的性能？（最小码距）如果希望能纠X位错误，最小码距有什么要求？ 11、两个独立同分布高斯变量，是什么分布？是什么分布？ 12、功率谱和频谱有什么关系？
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q01	Maxwell 方程组与位移电流	写出 Maxwell 方程组，并说明各方程的物理意义。	test/2012-面经_九字班2.pdf	0.467	regular	2012-面经_九字班2.pdf	电偶极子远区辐射场分布，及各刨面图 静电场中，▽╳E=??,有什么物理意义? 写麦克斯韦方程组。
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q01	Maxwell 方程组与位移电流	写出 Maxwell 方程组，并说明各方程的物理意义。	test/2022-九字班九字班推研面经-2.docx	0.2	regular	2022-九字班九字班推研面经-2.docx	Why do you choose communication as your major? 专业面试： 首先电磁场：简述一下Maxwell方程和其意义？  Maxwell方程能够推出本构关系吗？ (本构关系要么没讲要么忘了 只能乱说了) 忘记了一个问题，等着补
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q01	Maxwell 方程组与位移电流	写出 Maxwell—Ampère 方程，说明位移电流项的物理意义。	test/2021-八字班推研面经-贾文彬.docx	0.562	regular	2021-八字班推研面经-贾文彬.docx	本征半导体和掺杂半导体的费米能级一样吗？ 温度升高，本征半导体的费米能级怎么变化？ 说一下麦克斯韦方程组中关于位移电流的那一条。位移电流的物理意义是什么？
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q02	Maxwell 方程的积分形式与微分形式	Maxwell 方程的积分形式和微分形式哪个适用范围更广？理想导体边界处场不连续时应怎样理解？	test/2021-八字班推研面经-贾文彬.docx	0.486	regular	2021-八字班推研面经-贾文彬.docx	说一下麦克斯韦方程组中关于位移电流的那一条。位移电流的物理意义是什么？ 你觉得麦克斯韦方程组的微分形式还是积分形式适用范围更广？为什么？（我略加思考，憨住并答了微分，因为微分展示了局部的性质） 想象一个理想导体边界，电场和磁场谁连续谁不连续？不连续的话，微分形式还有意义吗？（我憨住，对不起老师应该是积分形式适用范围更广）
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q03	Faraday 电磁感应定律	写出 Faraday 电磁感应定律，并说明负号的含义。	test/2013-面试经历小结-黄博.pdf	0.375	regular	2013-面试经历小结-黄博.pdf	就到了。 最后面微波。只认识孙长征老师和冯雪老师，据说有汪莱老师，不过不认识。长征哥哥先问知道法拉第电磁感 应定律吧，写写方程。我当时脑抽了一下（主要是到饭点饿了。。。）没反应过来，长征哥哥提示说麦克斯韦
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q03	Faraday 电磁感应定律	写出 Faraday 电磁感应定律，并说明负号的含义。	test/2024-一字班推研面经-lym.pdf	0.312	regular	2024-一字班推研面经-lym.pdf	弛豫时间和什么有关？ 怎么改变费米能级？除了温度呢？ 法拉第电磁感应定律
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q04	Ampère 环路定律	写出 Ampère 定律，并说明怎样使用。	test/2014-面经_二字班.pdf	0.182	regular	2014-面经_二字班.pdf	老师：不用了，说两个就行了。 我：（那就好= =）（换电磁场） 老师：知道安培定律么，写一下。
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q05	Lorentz 力	什么是 Lorentz 力？	test/2009-推研资料.docx	0.5	regular	2009-推研资料.docx	113、网格编码调制TCM的优点是什么？ 答：网络编码调制(Trellis Coded Modulation-TCM)将纠错编码与调制技术相结合，它能够保证在不降低信息传输速率、不增加信道频带宽度的前提下，获得可观的编码增益，提高了整个系统的误码性能。 114、什么是Turbo码？
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q06	Maxwell 方程与本构关系	Maxwell 方程能够推出本构关系吗？	test/2022-九字班九字班推研面经-2.docx	1.0	regular	2022-九字班九字班推研面经-2.docx	Why do you choose communication as your major? 专业面试： 首先电磁场：简述一下Maxwell方程和其意义？  Maxwell方程能够推出本构关系吗？ (本构关系要么没讲要么忘了 只能乱说了) 忘记了一个问题，等着补
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q07	导体静电平衡与理想导体边界	导体达到静电平衡后有哪些特征？内部与表面的电场怎样？	test/2012-面经_九字班2.pdf	0.522	regular	2012-面经_九字班2.pdf	【电磁场与波】 导体在静电感应平衡之后的特征（表面电场垂直于表面、感应电荷分布在表面、内部没有 电场、表面等势等等）。。导体的电导率不一样对上述特征有什么影响。
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q07	导体静电平衡与理想导体边界	导体达到静电平衡后有哪些特征？内部与表面的电场怎样？	test/2020-七字班推研面经-潘美竹.docx	0.435	regular	2020-七字班推研面经-潘美竹.docx	介质表面的E/H条件 静电屏蔽、静电平衡 静电平衡的导体，表面的电场和磁场方向？
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q07	导体静电平衡与理想导体边界	理想导体表面满足哪些边界条件？	test/2024-一字班推研面经-zcy.docx	0.615	regular	2024-一字班推研面经-zcy.docx	均匀介质极化之后，电荷如何分布？ 非均匀介质极化之后，电荷如何分布？ 理想导体的边界条件？
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q07	导体静电平衡与理想导体边界	理想导体表面满足哪些边界条件？	test/2024-一字班推研面经-yj自行整理.zip	0.538	zip-interview	2024-一字班推研面经-yj自行整理.zip::面经-yj自行整理/markdown/推研面经2024.md	6.波长更短的光频率怎么样？（更高）能量呢？（更高）（然后开始改口，固物结束） 然后右侧的一个不认识的老师开始问电磁场： 7.理想导体的边界条件？
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q08	极化强度与束缚电荷	什么是电极化强度？均匀极化和非均匀极化分别会产生怎样的束缚电荷？	test/2024-一字班推研面经-zcy.docx	0.32	regular	2024-一字班推研面经-zcy.docx	什么是介质的极化？ 均匀介质极化之后，电荷如何分布？ 非均匀介质极化之后，电荷如何分布？
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q08	极化强度与束缚电荷	什么是电极化强度？均匀极化和非均匀极化分别会产生怎样的束缚电荷？	test/2024-一字班推研面经-yj自行整理.zip	0.28	zip-interview	2024-一字班推研面经-yj自行整理.zip::面经-yj自行整理/markdown/推研面经2024.md	然后右侧的一个不认识的老师开始问电磁场： 7.理想导体的边界条件？ 8.简述一下什么是电极化矢量？（建议电磁场好好看看一些物理量是怎么定义和推导的）
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q08	极化强度与束缚电荷	什么是电极化强度？均匀极化和非均匀极化分别会产生怎样的束缚电荷？	test/2024-一字班推研面经-lym.pdf	0.2	regular	2024-一字班推研面经-lym.pdf	法拉第电磁感应定律 极化、极化强度 一根无线长直线密布着正电荷，电场什么样？
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q09	带电导体的尖端效应	一根带电的针上，什么位置电荷密度最大，什么位置电场强度最大？	test/2024-一字班推研面经-李羿璇.pdf	0.45	regular	2024-一字班推研面经-李羿璇.pdf	fx：迁移率由什么决定？（）弛豫时间是什么？由什么因素决定？物理意义是什么？ 冯⽼师会给你搞烟雾弹，你答对了他⽤诡异的笑容盯着你，然后问你“真的是这样么”，⼀定不能被吓到（ 不认识⽼师：背⼀遍静电场的⾼斯定理？带电的针，它的什么地⽅电荷量最⼤？什么地⽅电场强度最⼤？⼀个⾦属盘在
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q09	带电导体的尖端效应	一根带电的针上，什么位置电荷密度最大，什么位置电场强度最大？	test/2024-一字班推研面经-lym.pdf	0.4	regular	2024-一字班推研面经-lym.pdf	极化、极化强度 一根无线长直线密布着正电荷，电场什么样？ 一根针上面分布着正电荷，电场什么样？哪里强度最大？
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q10	本征阻抗与有耗介质中的传播	什么是介质的本征阻抗？电磁波在有耗介质中怎样传播？	test/2013-面经_零字班.pdf	0.667	regular	2013-面经_零字班.pdf	我：（终于想起了上学期被我写在 A4 纸上带去考试的那两个不认识的单词）啊，好像叫 in 什么 impedance。（注：intrinsic impedance） 长征 GG：（微微一笑）叫特征阻抗是吧……那电磁波在有损媒质中传播会出现什么现象？
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q11	Poynting 矢量与时均功率	电磁波的能量传播由什么量决定？	test/2012-面经_九字班2.pdf	0.692	regular	2012-面经_九字班2.pdf	电磁波传播过程中，能量的传播决定于什么？ 什么是反射系数和驻波系数，什么符号、关系如何、取值范围； 驻波、行波的定义和波腹、波节
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q11	Poynting 矢量与时均功率	写出时均 Poynting 矢量，并解释为什么有 $1/2$。	test/2014-记一次人品大爆发-郭开元.pdf	0.385	regular	2014-记一次人品大爆发-郭开元.pdf	1.电偶极子辐射强度的空间分布。（因为被剧透了所以知道……） 2.电偶极子辐射远场的电场方向。（全都忘了……） 3.坡印廷矢量平均值的计算公式，以及为什么有个1/2
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q12	行波与驻波	什么是驻波和行波？二者有什么区别？	test/2012-面经_九字班2.pdf	0.692	regular	2012-面经_九字班2.pdf	电磁波传播过程中，能量的传播决定于什么？ 什么是反射系数和驻波系数，什么符号、关系如何、取值范围； 驻波、行波的定义和波腹、波节
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q13	相速度与群速度	什么是相速度和群速度？二者有什么区别？	test/2022面试问题_sy.docx	0.571	regular	2022面试问题_sy.docx	对于功率受限的系统，AM还有另外几个调制方式（我没听清楚）你选择哪一种？ 相速度和群速度的区别？ CSMA全称是什么？CSMA/CD和/CSMA/CA分别是？
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q14	复折射率与金属中的传播	折射率一定是实数吗？金属的折射率应怎样理解？	test/2022面试问题_sy.docx	0.647	regular	2022面试问题_sy.docx	FM，FSK，FDM分别是什么 4FSK和4FDM等价吗 折射率一定是实数吗，可不可以是复数？金属的折射率是实数还是复数？
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q15	趋肤效应与高频导体损耗	什么是趋肤效应？	test/2024-一字班推研面经-lym.pdf	0.667	regular	2024-一字班推研面经-lym.pdf	趋肤效应 面试结束已经是十二点了，和一些同学互通了问题，大家说的最多的话是 “ 怎么没问我这个呢？ ” 。不知 道为什么问别人的问题自己都会，问自己的问题自己都不会，就好像老师能精准知道你不会什么一样。
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q15	趋肤效应与高频导体损耗	高频电磁波和低频电磁波相比，哪一种在导体中的损耗更大？	test/2024-一字班推研面经-李羿璇.pdf	0.286	regular	2024-一字班推研面经-李羿璇.pdf	冯⽼师会给你搞烟雾弹，你答对了他⽤诡异的笑容盯着你，然后问你“真的是这样么”，⼀定不能被吓到（ 不认识⽼师：背⼀遍静电场的⾼斯定理？带电的针，它的什么地⽅电荷量最⼤？什么地⽅电场强度最⼤？⼀个⾦属盘在 静磁场中转会发⽣什么？⾼频电磁波损耗⼤还是低频电磁波损耗⼤？
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q16	全反射临界角与 Brewster 角	什么是全反射临界角和 Brewster 角？它们各自在什么条件下存在？	test/2013-面经_零字班.pdf	0.455	regular	2013-面经_零字班.pdf	我：当垂直极化波投射时，如果入射角大于临界角，就会发生全反射，没有折射波，会产 生表面波。 长征 GG：那这两个介质要满足什么条件？
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q17	光从光疏介质射向光密介质时的半波损失	光从光疏介质射向光密介质时，反射光的振幅和强度怎样变化？什么是半波损失？	test/2017-面试经验-陈誉博.docx	0.581	regular	2017-面试经验-陈誉博.docx	一开始说的光疏，老师重复了一遍我的回答之后我突然想起来好像不太对，就改成了光密介质折射率大。 现在有一个光密介质和光疏介质，从其中一个介质向另一个介质垂直入射电磁波，然后发生反射，现在有两种入射情况。那这两种的强度反射系数怎么样？ 我一开始没太听清题，就直接说1或者-1；后来老师重复了一下是强度反射系数，我反应过来，应该是1，强度不变；然后老师又问幅度反射系数怎么样？我说这回是1或者-1；老师说为什么？我说从光疏介质射向光密介质的时候电磁波的相位会发生180°的变化。老师问我
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q18	常见传输线及其适用条件	常见的传输线有哪些？为什么高频电路要用传输线模型？	test/2009-推研资料.docx	0.55	regular	2009-推研资料.docx	1、通信的目的是什么？ 答：通信的目的是实现信息的传输与交换。 2、一个通信系统一般有哪些部分构成？
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q18	常见传输线及其适用条件	常见的传输线有哪些？为什么高频电路要用传输线模型？	test/2014-一字班推研那点事儿（2）-宗泽宇.pdf	0.3	regular	2014-一字班推研那点事儿（2）-宗泽宇.pdf	1、传输线举例 2、为什么微带线是准TEM模 3、微带线如果过于厚，高频会怎么样
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q19	四分之一波长变换器与 Smith 圆图	四分之一波长传输线有什么用途？在 Smith 圆图上怎样移动？	test/2009-推研资料.docx	0.455	regular	2009-推研资料.docx	13.波长/4传输线在微波里面的应用？在史密斯圆上怎么表示移动了波长/4？ 我：@#￥￥#%￥#%…… 最后在黑板上画了画那个点在史密斯圆图的移动方式。一开始我差点答成在阻抗圆上顺时针移动。后来想了想，还是画在等gamma圆上了，事实上考点就是这个。最后出来问city姐，得知是对的。
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q19	四分之一波长变换器与 Smith 圆图	四分之一波长传输线有什么用途？在 Smith 圆图上怎样移动？	test/2012-留下面经，造福众生-孟越.pdf	0.273	regular	2012-留下面经，造福众生-孟越.pdf	觉老师们的表情很不以为然的样子，不知道是不是答错了……有会的就留言告诉我吧。接着又一个老师问史密 斯圆图上随便给一个点，用1/4波长变化器和其他任意元件如何调匹配，我说搭一个双线调配器，老师们表示 也对，但是太麻烦……有知道简单方法的也给我留言吧……最后汪莱老师问我手机的相机和闪光灯里面都有什么
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q19	四分之一波长变换器与 Smith 圆图	四分之一波长传输线有什么用途？在 Smith 圆图上怎样移动？	test/2012-面经_九字班2.pdf	0.455	regular	2012-面经_九字班2.pdf	13.波长/4 传输线在微波里面的应用？在史密斯圆上怎么表示移动了波长/4？ 我：@#￥￥#%￥#%…… 最后在黑板上画了画那个点在史密斯圆图的移动方式。一开始我差点答成在阻抗圆上顺时
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q20	微带线为什么是准 TEM 模	为什么微带线传播准 TEM 模而不是严格 TEM 模？基板变厚或频率升高后会出现什么问题？什么是微带表面波？	test/2014-一字班推研那点事儿（2）-宗泽宇.pdf	0.316	regular	2014-一字班推研那点事儿（2）-宗泽宇.pdf	2、为什么微带线是准TEM模 3、微带线如果过于厚，高频会怎么样 4、微带线表面波
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q21	S 参数与 $S_{21}$ 测量	怎样测量一个微波网络的 $S_{21}$？	test/2014-一字班推研那点事儿（2）-宗泽宇.pdf	0.5	regular	2014-一字班推研那点事儿（2）-宗泽宇.pdf	3、微带线如果过于厚，高频会怎么样 4、微带线表面波 5、测量微波网络S21
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q22	波导模式、TE／TM／TEM 与截止	什么是波导模式？TEM 模的截止频率是多少？	test/2021-八字班推研面经-涂晨昕.docx	0.812	regular	2021-八字班推研面经-涂晨昕.docx	什么是模式？——波导的模式吗？ 是的，说说什么是波导的模式？ ——解释了一下波导模式，然后说TE波主模就是TE11模 TEM波的截止频率？——0
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q22	波导模式、TE／TM／TEM 与截止	矩形金属波导能否传播 TEM 模？为什么？	test/2020-七字班推研面经-潘美竹.docx	0.429	regular	2020-七字班推研面经-潘美竹.docx	为什么矩形波导一般是空心的？ 矩形波导塞介质后，截止频率怎么变？ 同轴线能量是沿金属还是介质传导？为什么？
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q22	波导模式、TE／TM／TEM 与截止	矩形金属波导能否传播 TEM 模？为什么？	test/2024-一字班推研面经-zcy.docx	0.571	regular	2024-一字班推研面经-zcy.docx	说说位移电流的定义和公式？ 说说高斯定理？ 矩形波导能够支持TEM模吗？
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q23	矩形与圆波导的主模	矩形波导和圆波导的主模分别是什么？场怎样分布？	test/2009-推研资料.docx	0.632	regular	2009-推研资料.docx	10.微波里面有哪些常用的传输线？ 我只答了传输双线，波导，同轴线。然后就打住了。老师又问： 11.还记得波导吗？矩形波导的主模和圆波导的主模？
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q23	矩形与圆波导的主模	矩形波导和圆波导的主模分别是什么？场怎样分布？	test/2012-面经_九字班2.pdf	0.632	regular	2012-面经_九字班2.pdf	在小黑板上画波导模式 回答矩形波导和圆波导的基模并画出场型。 矩形波导里传输的最低模式是什么？
物理/EM - 电磁场与波	物理/EM - 电磁场与波/QUESTIONS.md	Q24	波导模式的耦合、抑制与转换	怎样向矩形波导中耦合能量？若要传播 $\mathrm{TE}_{20}$ 模，怎样抑制 $\mathrm{TE}_{10}$ 模？	test/2012-面经_九字班2.pdf	0.35	regular	2012-面经_九字班2.pdf	各种传输线的模式 一个矩形波导怎么耦合进去能量 矩形波导为了传输 TE20 怎么抑制 TE10
